County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Harrison County, Ohio",39067,52025,"1,999"
"McLean County, Kentucky",21149,52025,"1,999"
"Gentry County, Missouri",29075,52035,"1,998"
"St. Joseph County, Michigan",26149,52038,"1,997"
"Graves County, Kentucky",21083,52041,"1,996"
"Columbia County, Florida",12023,52048,"1,995"
"Chippewa County, Michigan",26033,52058,"1,994"
"Greene County, Arkansas",5055,52080,"1,993"
"Pontotoc County, Mississippi",28115,52081,"1,992"
"Wahkiakum County, Washington",53069,52083,"1,991"
"Baker County, Oregon",41001,52117,"1,990"
"Bourbon County, Kansas",20011,52120,"1,989"
"Delta County, Texas",48119,52157,"1,988"
"Cass County, Iowa",19029,52165,"1,987"
"Shelby County, Missouri",29205,52198,"1,986"
"Gaston County, North Carolina",37071,52227,"1,985"
"Forest County, Wisconsin",55041,52228,"1,984"
"Cassia County, Idaho",16031,52229,"1,983"
"Hancock County, Mississippi",28045,52230,"1,982"
"Muskingum County, Ohio",39119,52232,"1,980"
"Sioux County, Nebraska",31165,52232,"1,980"
"Jasper County, Missouri",29097,52242,"1,979"
"Alger County, Michigan",26003,52243,"1,977"
"Marion County, Ohio",39101,52243,"1,977"
"Blaine County, Oklahoma",40011,52250,"1,976"
"Muskegon County, Michigan",26121,52263,"1,975"
"Greeley County, Nebraska",31077,52283,"1,974"
"Lyon County, Nevada",32019,52288,"1,973"
"Cleburne County, Arkansas",5023,52289,"1,972"
"Transylvania County, North Carolina",37175,52298,"1,971"
"Calhoun County, Alabama",1015,52300,"1,970"
"Brown County, Ohio",39015,52308,"1,969"
"Newton County, Indiana",18111,52313,"1,968"
"Wadena County, Minnesota",27159,52324,"1,967"
"Johnson County, Illinois",17087,52337,"1,966"
"Franklin County, Maine",23007,52366,"1,965"
"Toole County, Montana",30101,52370,"1,964"
"McIntosh County, Georgia",13191,52393,"1,963"
"Fayette County, Pennsylvania",42051,52404,"1,962"
"Buckingham County, Virginia",51029,52408,"1,961"
"Franklin County, Mississippi",28037,52420,"1,960"
"Del Norte County, California",6015,52427,"1,959"
"Greene County, Georgia",13133,52431,"1,958"
"Bonner County, Idaho",16017,52465,"1,957"
"Twin Falls County, Idaho",16083,52471,"1,956"
"Lawrence County, Illinois",17101,52513,"1,955"
"Nodaway County, Missouri",29147,52536,"1,954"
"Horry County, South Carolina",45051,52543,"1,953"
"Custer County, Idaho",16037,52568,"1,952"
"Liberty County, Florida",12077,52571,"1,951"
"Kit Carson County, Colorado",8063,52575,"1,950"
"Payette County, Idaho",16075,52585,"1,949"
"Charlton County, Georgia",13049,52587,"1,948"
"Treutlen County, Georgia",13283,52605,"1,947"
"Vernon Parish, Louisiana",22115,52619,"1,946"
"Sheridan County, Nebraska",31161,52632,"1,945"
"Hitchcock County, Nebraska",31087,52639,"1,944"
"Jefferson County, Pennsylvania",42065,52647,"1,943"
"Kern County, California",6029,52649,"1,942"
"Camden County, Missouri",29029,52685,"1,941"
"Stewart County, Tennessee",47161,52695,"1,940"
"Sullivan County, Tennessee",47163,52697,"1,938"
"Wood County, Texas",48499,52697,"1,938"
"Brown County, Kansas",20013,52701,"1,937"
"Craighead County, Arkansas",5031,52715,"1,936"
"Pike County, Missouri",29163,52727,"1,935"
"Wayne County, Michigan",26163,52733,"1,934"
"Greeley County, Kansas",20071,52750,"1,933"
"Marion County, Indiana",18097,52771,"1,931"
"Nottoway County, Virginia",51135,52771,"1,931"
"Dickson County, Tennessee",47043,52779,"1,930"
"Crawford County, Michigan",26039,52781,"1,929"
"Garfield County, Nebraska",31071,52782,"1,927"
"Maries County, Missouri",29125,52782,"1,927"
"Tuscola County, Michigan",26157,52800,"1,926"
"Henry County, Missouri",29083,52813,"1,925"
"Jefferson County, Indiana",18077,52814,"1,924"
"Garrard County, Kentucky",21079,52831,"1,923"
"Pleasants County, West Virginia",54073,52833,"1,922"
"Tripp County, South Dakota",46123,52836,"1,921"
"Silver Bow County, Montana",30093,52842,"1,920"
"Franklin County, North Carolina",37069,52848,"1,919"
"Dickens County, Texas",48125,52857,"1,918"
"Pasquotank County, North Carolina",37139,52861,"1,917"
"Tangipahoa Parish, Louisiana",22105,52864,"1,916"
"Houston County, Alabama",1069,52870,"1,915"
"Sequatchie County, Tennessee",47153,52880,"1,914"
"Carroll County, Georgia",13045,52892,"1,913"
"Allegany County, New York",36003,52942,"1,912"
"Ballard County, Kentucky",21007,52951,"1,911"
"De Soto Parish, Louisiana",22031,53000,"1,910"
"Henry County, Indiana",18065,53017,"1,909"
"Lincoln Parish, Louisiana",22061,53037,"1,908"
"San Jacinto County, Texas",48407,53062,"1,907"
"Morgan County, Colorado",8087,53067,"1,906"
"Vigo County, Indiana",18167,53070,"1,905"
"Florence County, South Carolina",45041,53079,"1,904"
"Wharton County, Texas",48481,53089,"1,903"
"Wabash County, Indiana",18169,53104,"1,902"
"Cumberland County, Virginia",51049,53115,"1,901"
"Langlade County, Wisconsin",55067,53145,"1,900"
"Jim Wells County, Texas",48249,53160,"1,899"
"Anderson County, South Carolina",45007,53169,"1,898"
"Muscogee County, Georgia",13215,53171,"1,897"
"Union County, Illinois",17181,53203,"1,896"
"Hopkins County, Texas",48223,53205,"1,895"
"Knox County, Illinois",17095,53229,"1,894"
"Alamance County, North Carolina",37001,53234,"1,893"
"Boyle County, Kentucky",21021,53236,"1,892"
"Iron County, Utah",49021,53240,"1,891"
"Wapello County, Iowa",19179,53242,"1,890"
"Tyler County, Texas",48457,53246,"1,889"
"Mills County, Texas",48333,53265,"1,887"
"Pottawatomie County, Oklahoma",40125,53265,"1,887"
"Allen County, Kentucky",21003,53270,"1,886"
"Broadwater County, Montana",30007,53275,"1,885"
"Caddo Parish, Louisiana",22017,53284,"1,882"
"Erath County, Texas",48143,53284,"1,882"
"Hocking County, Ohio",39073,53284,"1,882"
"Aitkin County, Minnesota",27001,53286,"1,881"
"Cass County, Indiana",18017,53307,"1,880"
"Calhoun County, Michigan",26025,53315,"1,879"
"Nash County, North Carolina",37127,53329,"1,878"
"Genesee County, Michigan",26049,53333,"1,877"
"Phelps County, Missouri",29161,53339,"1,876"
"Prince Edward County, Virginia",51147,53340,"1,875"
"Jones County, Texas",48253,53341,"1,874"
"Gilchrist County, Florida",12041,53348,"1,873"
"Montague County, Texas",48337,53354,"1,872"
"King and Queen County, Virginia",51097,53365,"1,871"
"Jennings County, Indiana",18079,53379,"1,870"
"Milam County, Texas",48331,53383,"1,869"
"Brewster County, Texas",48043,53395,"1,868"
"Essex County, Virginia",51057,53403,"1,867"
"Humboldt County, California",6023,53407,"1,866"
"Tate County, Mississippi",28137,53416,"1,865"
"Throckmorton County, Texas",48447,53438,"1,864"
"Jackson County, Oregon",41029,53441,"1,863"
"Haywood County, North Carolina",37087,53449,"1,862"
"Love County, Oklahoma",40085,53470,"1,861"
"Polk County, North Carolina",37149,53479,"1,860"
"Pickens County, South Carolina",45077,53486,"1,859"
"Clearfield County, Pennsylvania",42033,53517,"1,858"
"Peach County, Georgia",13225,53529,"1,857"
"Dickinson County, Michigan",26043,53537,"1,856"
"Pine County, Minnesota",27115,53538,"1,855"
"Bradley County, Tennessee",47011,53572,"1,854"
"Bates County, Missouri",29013,53598,"1,853"
"Audrain County, Missouri",29007,53610,"1,852"
"Wheeler County, Nebraska",31183,53611,"1,851"
"Haralson County, Georgia",13143,53612,"1,850"
"Lincoln County, Nevada",32017,53615,"1,849"
"Clay County, Illinois",17025,53631,"1,848"
"McKean County, Pennsylvania",42083,53642,"1,847"
"Nacogdoches County, Texas",48347,53643,"1,846"
"Robertson County, Texas",48395,53668,"1,845"
"Pittsburg County, Oklahoma",40121,53670,"1,844"
"Georgetown County, South Carolina",45043,53688,"1,843"
"Long County, Georgia",13183,53704,"1,842"
"Henderson County, Kentucky",21101,53710,"1,841"
"Butts County, Georgia",13035,53711,"1,840"
"Lancaster County, South Carolina",45057,53739,"1,839"
"Fisher County, Texas",48151,53750,"1,837"
"Garfield County, Washington",53023,53750,"1,837"
"Huron County, Michigan",26063,53806,"1,836"
"Kings County, New York",36047,53808,"1,835"
"Calloway County, Kentucky",21035,53815,"1,834"
"Custer County, Oklahoma",40039,53833,"1,833"
"Morgan County, West Virginia",54065,53838,"1,832"
"Wilbarger County, Texas",48487,53852,"1,831"
"Union County, Oregon",41061,53855,"1,830"
"Garza County, Texas",48169,53877,"1,829"
"Vermilion County, Illinois",17183,53880,"1,828"
"Branch County, Michigan",26023,53884,"1,827"
"Davidson County, North Carolina",37057,53906,"1,826"
"Ross County, Ohio",39141,53908,"1,825"
"Foard County, Texas",48155,53917,"1,824"
"Cattaraugus County, New York",36009,53921,"1,823"
"Clearwater County, Minnesota",27029,53929,"1,822"
"Mecosta County, Michigan",26107,53944,"1,821"
"Spartanburg County, South Carolina",45083,53959,"1,820"
"Grays Harbor County, Washington",53027,53978,"1,819"
"Jefferson County, Nebraska",31095,53979,"1,818"
"Edgar County, Illinois",17045,53981,"1,817"
"Kimball County, Nebraska",31105,53992,"1,816"
"Hansford County, Texas",48195,53997,"1,815"
"Boyd County, Kentucky",21019,53998,"1,814"
"Owen County, Indiana",18119,54017,"1,813"
"LaGrange County, Indiana",18087,54020,"1,812"
"Marion County, Illinois",17121,54028,"1,811"
"Cass County, Minnesota",27021,54032,"1,810"
"Richland County, Ohio",39139,54044,"1,809"
"Greene County, Mississippi",28041,54071,"1,808"
"Dade County, Georgia",13083,54080,"1,807"
"Montgomery County, Iowa",19137,54088,"1,806"
"Jackson County, Illinois",17077,54095,"1,804"
"Warren County, Illinois",17187,54095,"1,804"
"Washington County, Tennessee",47179,54100,"1,803"
"Lewis County, Missouri",29111,54117,"1,802"
"Washburn County, Wisconsin",55129,54127,"1,801"
"Taylor County, Iowa",19173,54128,"1,800"
"Chautauqua County, New York",36013,54131,"1,799"
"Kershaw County, South Carolina",45055,54150,"1,798"
"Payne County, Oklahoma",40119,54152,"1,797"
"Worth County, Missouri",29227,54167,"1,796"
"Clark County, Wisconsin",55019,54175,"1,795"
"Price County, Wisconsin",55099,54178,"1,794"
"Rusk County, Texas",48401,54197,"1,793"
"Huntingdon County, Pennsylvania",42061,54210,"1,791"
"Saginaw County, Michigan",26145,54210,"1,791"
"Marinette County, Wisconsin",55075,54213,"1,790"
"Mobile County, Alabama",1097,54215,"1,789"
"Iron County, Wisconsin",55051,54219,"1,788"
"Hancock County, Kentucky",21091,54224,"1,787"
"Giles County, Virginia",51071,54230,"1,786"
"Live Oak County, Texas",48297,54250,"1,785"
"Morris County, Kansas",20127,54265,"1,784"
"Mahoning County, Ohio",39099,54282,"1,783"
"Montrose County, Colorado",8085,54332,"1,782"
"Stanton County, Kansas",20187,54352,"1,781"
"Richmond County, Virginia",51159,54375,"1,779"
"White County, Arkansas",5145,54375,"1,779"
"Juneau County, Wisconsin",55057,54393,"1,778"
"Pawnee County, Oklahoma",40117,54398,"1,777"
"McLennan County, Texas",48309,54402,"1,776"
"Fulton County, Indiana",18049,54405,"1,775"
"Madison County, Virginia",51113,54412,"1,774"
"Hill County, Montana",30041,54414,"1,773"
"Graham County, Arizona",4009,54424,"1,772"
"Marion County, West Virginia",54049,54437,"1,771"
"Stephens County, Texas",48429,54444,"1,770"
"Breckinridge County, Kentucky",21027,54457,"1,769"
"Grant County, Washington",53025,54466,"1,768"
"Holt County, Missouri",29087,54469,"1,767"
"Yavapai County, Arizona",4025,54475,"1,766"
"Charlotte County, Florida",12015,54478,"1,765"
"St. Lawrence County, New York",36089,54481,"1,764"
"Pulaski County, Missouri",29169,54487,"1,763"
"Miner County, South Dakota",46097,54500,"1,762"
"Cowley County, Kansas",20035,54501,"1,761"
"Republic County, Kansas",20157,54508,"1,760"
"Decatur County, Kansas",20039,54511,"1,758"
"Scotts Bluff County, Nebraska",31157,54511,"1,758"
"Trousdale County, Tennessee",47169,54523,"1,757"
"Venango County, Pennsylvania",42121,54534,"1,756"
"Lee County, Mississippi",28081,54539,"1,755"
"Portsmouth City, Virginia",51740,54547,"1,754"
"Ravalli County, Montana",30081,54549,"1,753"
"Williams County, Ohio",39171,54552,"1,752"
"Fannin County, Texas",48147,54563,"1,751"
"Greene County, Missouri",29077,54576,"1,750"
"Caldwell County, Missouri",29025,54589,"1,749"
"Jefferson County, Texas",48245,54616,"1,748"
"Osborne County, Kansas",20141,54628,"1,747"
"Webster County, Nebraska",31181,54635,"1,746"
"Creek County, Oklahoma",40037,54639,"1,745"
"Roane County, Tennessee",47145,54642,"1,744"
"Fountain County, Indiana",18045,54649,"1,743"
"Humphreys County, Tennessee",47085,54650,"1,742"
"Orleans County, Vermont",50019,54658,"1,741"
"Marshall County, West Virginia",54051,54659,"1,740"
"Mercer County, Kentucky",21167,54661,"1,739"
"Waldo County, Maine",23027,54665,"1,738"
"Cabell County, West Virginia",54011,54671,"1,737"
"Gove County, Kansas",20063,54688,"1,736"
"Pondera County, Montana",30073,54701,"1,735"
"Delta County, Michigan",26041,54702,"1,734"
"Sheridan County, North Dakota",38083,54712,"1,733"
"Linn County, Oregon",41043,54713,"1,732"
"Lake and Peninsula Borough, Alaska",2164,54728,"1,731"
"Flagler County, Florida",12035,54729,"1,729"
"Van Zandt County, Texas",48467,54729,"1,729"
"Morton County, Kansas",20129,54732,"1,728"
"Greenup County, Kentucky",21089,54749,"1,727"
"Petroleum County, Montana",30069,54750,"1,726"
"Catawba County, North Carolina",37035,54802,"1,725"
"Darke County, Ohio",39037,54843,"1,724"
"Harnett County, North Carolina",37085,54864,"1,723"
"Las Animas County, Colorado",8071,54871,"1,722"
"Dakota County, Nebraska",31043,54887,"1,721"
"Morrill County, Nebraska",31123,54893,"1,720"
"Edwards County, Illinois",17047,54894,"1,719"
"Anderson County, Tennessee",47001,54898,"1,718"
"Bosque County, Texas",48035,54903,"1,717"
"Smith County, Tennessee",47159,54916,"1,716"
"Preston County, West Virginia",54077,54931,"1,715"
"Monroe County, Missouri",29137,54935,"1,714"
"Sevier County, Utah",49041,54956,"1,713"
"Ford County, Kansas",20057,54960,"1,712"
"Musselshell County, Montana",30065,54976,"1,711"
"Crawford County, Pennsylvania",42039,54978,"1,710"
"Pamlico County, North Carolina",37137,54986,"1,709"
"Highland County, Virginia",51091,55000,"1,707"
"Montgomery County, New York",36057,55000,"1,707"
"Asotin County, Washington",53003,55008,"1,706"
"Van Buren County, Michigan",26159,55013,"1,705"
"Morrow County, Oregon",41049,55014,"1,704"
"Lee County, North Carolina",37105,55015,"1,703"
"Wallowa County, Oregon",41063,55027,"1,702"
"Houghton County, Michigan",26061,55037,"1,701"
"Ralls County, Missouri",29173,55051,"1,700"
"Charles Mix County, South Dakota",46023,55078,"1,699"
"DeKalb County, Missouri",29063,55087,"1,698"
"Reeves County, Texas",48389,55112,"1,697"
"Northumberland County, Pennsylvania",42097,55138,"1,696"
"Madison County, Indiana",18095,55141,"1,695"
"Deer Lodge County, Montana",30023,55146,"1,694"
"Somerset County, Pennsylvania",42111,55150,"1,693"
"Boyd County, Nebraska",31015,55156,"1,692"
"McMullen County, Texas",48311,55167,"1,691"
"Garrett County, Maryland",24023,55188,"1,689"
"Smith County, Kansas",20183,55188,"1,689"
"Russell County, Kansas",20167,55197,"1,688"
"Clark County, Ohio",39023,55198,"1,687"
"Antrim County, Michigan",26009,55199,"1,686"
"Sullivan County, Indiana",18153,55209,"1,685"
"Jasper County, Texas",48241,55216,"1,684"
"Trumbull County, Ohio",39155,55228,"1,683"
"Mendocino County, California",6045,55233,"1,682"
"Gates County, North Carolina",37073,55237,"1,681"
"Crawford County, Kansas",20037,55243,"1,680"
"Sullivan County, Pennsylvania",42113,55246,"1,679"
"Gray County, Texas",48179,55249,"1,678"
"Lincoln County, Oklahoma",40081,55258,"1,677"
"Dyer County, Tennessee",47045,55264,"1,676"
"Des Moines County, Iowa",19057,55297,"1,675"
"Henry County, Alabama",1067,55335,"1,674"
"Texas County, Oklahoma",40139,55339,"1,673"
"Wayne County, Illinois",17191,55345,"1,672"
"Pinal County, Arizona",4021,55362,"1,671"
"Freestone County, Texas",48161,55368,"1,670"
"Lawrence County, Indiana",18093,55376,"1,669"
"Coos County, New Hampshire",33007,55385,"1,668"
"Aurora County, South Dakota",46003,55395,"1,667"
"Allegany County, Maryland",24001,55405,"1,666"
"Yuma County, Colorado",8125,55410,"1,665"
"Kerr County, Texas",48265,55456,"1,664"
"Cochise County, Arizona",4003,55471,"1,663"
"Knox County, Indiana",18083,55475,"1,662"
"Bedford County, Pennsylvania",42009,55483,"1,660"
"Pasco County, Florida",12101,55483,"1,660"
"Clark County, Missouri",29045,55496,"1,659"
"Madison County, Tennessee",47113,55519,"1,658"
"Hopkins County, Kentucky",21107,55522,"1,657"
"Blount County, Alabama",1009,55530,"1,655"
"Orleans County, New York",36073,55530,"1,655"
"Waynesboro City, Virginia",51820,55540,"1,654"
"Lewis County, Washington",53041,55543,"1,653"
"Elkhart County, Indiana",18039,55551,"1,652"
"Keokuk County, Iowa",19107,55571,"1,651"
"Barron County, Wisconsin",55005,55577,"1,650"
"Putnam County, Georgia",13237,55587,"1,649"
"Livingston County, Missouri",29117,55596,"1,648"
"Concho County, Texas",48095,55600,"1,646"
"Rooks County, Kansas",20163,55600,"1,646"
"Monona County, Iowa",19133,55602,"1,645"
"Stanislaus County, California",6099,55611,"1,644"
"Judith Basin County, Montana",30045,55625,"1,643"
"Henry County, Kentucky",21103,55642,"1,642"
"Ringgold County, Iowa",19159,55646,"1,641"
"Clarion County, Pennsylvania",42031,55654,"1,640"
"Sedgwick County, Colorado",8115,55655,"1,639"
"Gasconade County, Missouri",29073,55669,"1,638"
"Tioga County, Pennsylvania",42117,55683,"1,637"
"Coles County, Illinois",17029,55693,"1,636"
"Lee County, Iowa",19111,55694,"1,635"
"Florence County, Wisconsin",55037,55714,"1,633"
"Lincoln County, Colorado",8073,55714,"1,633"
"Appanoose County, Iowa",19007,55727,"1,632"
"Sutton County, Texas",48435,55743,"1,631"
"Tuscarawas County, Ohio",39157,55747,"1,630"
"Shasta County, California",6089,55749,"1,629"
"Garfield County, Montana",30033,55750,"1,628"
"Glynn County, Georgia",13127,55756,"1,627"
"Harrisonburg City, Virginia",51660,55774,"1,626"
"Dawson County, Nebraska",31047,55779,"1,625"
"Bracken County, Kentucky",21023,55801,"1,624"
"Trigg County, Kentucky",21221,55819,"1,623"
"Columbiana County, Ohio",39029,55826,"1,622"
"Jackson County, Colorado",8057,55833,"1,621"
"Delaware County, New York",36025,55835,"1,620"
"Fulton County, New York",36035,55841,"1,619"
"Beltrami County, Minnesota",27007,55846,"1,618"
"Armstrong County, Pennsylvania",42005,55861,"1,617"
"Richland County, Illinois",17159,55867,"1,616"
"Carroll County, Missouri",29033,55876,"1,615"
"Jefferson County, Idaho",16051,55892,"1,614"
"Dallas County, Texas",48113,55897,"1,613"
"Marquette County, Wisconsin",55077,55906,"1,612"
"Callahan County, Texas",48059,55912,"1,611"
"Lake County, Florida",12069,55913,"1,610"
"Washington County, Virginia",51191,55931,"1,609"
"Bourbon County, Kentucky",21017,55933,"1,607"
"Cambria County, Pennsylvania",42021,55933,"1,607"
"Clinton County, Ohio",39027,55935,"1,606"
"Pontotoc County, Oklahoma",40123,55970,"1,605"
"Lucas County, Ohio",39095,55978,"1,604"
"Graham County, Kansas",20065,55991,"1,603"
"Belmont County, Ohio",39013,55993,"1,602"
"Floyd County, Iowa",19067,56004,"1,601"
"Richland County, Wisconsin",55103,56013,"1,600"
"Potter County, South Dakota",46107,56027,"1,599"
"Radford City, Virginia",51750,56032,"1,598"
"Lawrence County, Ohio",39087,56054,"1,597"
"Stephenson County, Illinois",17177,56065,"1,596"
"Stephens County, Oklahoma",40137,56070,"1,595"
"Milwaukee County, Wisconsin",55079,56079,"1,594"
"Atchison County, Kansas",20005,56082,"1,593"
"Custer County, Nebraska",31041,56090,"1,592"
"Rockdale County, Georgia",13247,56136,"1,591"
"Morgan County, Georgia",13211,56152,"1,590"
"Montgomery County, Alabama",1101,56169,"1,589"
"Nuckolls County, Nebraska",31129,56173,"1,588"
"Allen County, Ohio",39003,56195,"1,587"
"Shelby County, Illinois",17173,56199,"1,586"
"Lauderdale County, Alabama",1077,56200,"1,585"
"Cass County, Michigan",26027,56206,"1,584"
"Phillips County, Kansas",20147,56208,"1,583"
"Klickitat County, Washington",53039,56210,"1,582"
"Seneca County, Ohio",39147,56211,"1,581"
"Logan County, Colorado",8075,56216,"1,580"
"Washington County, Kansas",20201,56228,"1,579"
"Pitt County, North Carolina",37147,56239,"1,578"
"Cimarron County, Oklahoma",40025,56250,"1,575"
"Lexington City, Virginia",51678,56250,"1,575"
"McCone County, Montana",30055,56250,"1,575"
"Carroll County, Ohio",39019,56267,"1,574"
"Pender County, North Carolina",37141,56277,"1,573"
"Finney County, Kansas",20055,56287,"1,572"
"Lyman County, South Dakota",46085,56302,"1,571"
"Antelope County, Nebraska",31003,56304,"1,570"
"Steuben County, Indiana",18151,56318,"1,569"
"Preble County, Ohio",39135,56321,"1,568"
"Miami County, Indiana",18103,56328,"1,566"
"Pike County, Indiana",18125,56328,"1,566"
"Mason County, Illinois",17125,56329,"1,565"
"Greene County, Indiana",18055,56361,"1,564"
"Newton County, Georgia",13217,56370,"1,563"
"Webster County, Iowa",19187,56373,"1,562"
"Jackson County, West Virginia",54035,56384,"1,561"
"Coryell County, Texas",48099,56402,"1,560"
"Bradford County, Florida",12007,56406,"1,559"
"Lawrence County, Pennsylvania",42073,56420,"1,558"
"Terrebonne Parish, Louisiana",22109,56429,"1,557"
"Anderson County, Kansas",20003,56433,"1,556"
"Isabella County, Michigan",26073,56435,"1,555"
"Dale County, Alabama",1045,56441,"1,554"
"Orange County, Florida",12095,56447,"1,553"
"Oglethorpe County, Georgia",13221,56449,"1,552"
"Fremont County, Idaho",16043,56476,"1,551"
"Jeff Davis County, Texas",48243,56477,"1,550"
"Itasca County, Minnesota",27061,56479,"1,549"
"Henderson County, Illinois",17071,56482,"1,548"
"Morgan County, Alabama",1103,56488,"1,547"
"Colusa County, California",6011,56491,"1,546"
"Bath County, Virginia",51017,56510,"1,545"
"Campbell County, Virginia",51031,56532,"1,544"
"Marion County, Oregon",41047,56537,"1,543"
"Warren County, Pennsylvania",42123,56540,"1,542"
"Hamilton County, Texas",48193,56543,"1,541"
"Mercer County, Pennsylvania",42085,56546,"1,540"
"Craven County, North Carolina",37049,56550,"1,539"
"St. John the Baptist Parish, Louisiana",22095,56556,"1,538"
"Young County, Texas",48503,56582,"1,537"
"Christian County, Illinois",17021,56586,"1,536"
"Marshall County, Kentucky",21157,56588,"1,535"
"Cottonwood County, Minnesota",27033,56596,"1,534"
"Fulton County, Illinois",17057,56608,"1,533"
"Allamakee County, Iowa",19005,56614,"1,532"
"Martin County, Indiana",18101,56629,"1,531"
"Crawford County, Iowa",19047,56640,"1,530"
"Brule County, South Dakota",46015,56646,"1,529"
"Somervell County, Texas",48425,56648,"1,528"
"Jefferson County, Illinois",17081,56652,"1,527"
"Hall County, Nebraska",31079,56654,"1,526"
"Wichita County, Texas",48485,56664,"1,525"
"Kanabec County, Minnesota",27065,56675,"1,523"
"Waushara County, Wisconsin",55137,56675,"1,523"
"Harrison County, Texas",48203,56688,"1,522"
"Harper County, Kansas",20077,56689,"1,521"
"Washington County, Colorado",8121,56691,"1,520"
"Madison County, Kentucky",21151,56697,"1,519"
"Floyd County, Virginia",51063,56724,"1,517"
"Monroe County, Iowa",19135,56724,"1,517"
"Taylor County, Wisconsin",55119,56726,"1,516"
"Childress County, Texas",48075,56728,"1,515"
"Emmons County, North Dakota",38029,56736,"1,514"
"Franklin County, Virginia",51067,56742,"1,513"
"Clay County, Indiana",18021,56771,"1,512"
"Calcasieu Parish, Louisiana",22019,56772,"1,511"
"Taylor County, Texas",48441,56775,"1,510"
"Jackson County, Indiana",18071,56778,"1,509"
"Iberville Parish, Louisiana",22047,56797,"1,508"
"Bartow County, Georgia",13015,56799,"1,507"
"Bear Lake County, Idaho",16007,56821,"1,506"
"Rich County, Utah",49033,56827,"1,505"
"Montgomery County, Indiana",18107,56838,"1,504"
"Clark County, Illinois",17023,56855,"1,503"
"Carter County, Oklahoma",40019,56856,"1,502"
"Colorado County, Texas",48089,56858,"1,501"
"Benton County, Indiana",18007,56875,"1,499"
"Wheeler County, Texas",48483,56875,"1,499"
"Fulton County, Pennsylvania",42057,56886,"1,498"
"Penobscot County, Maine",23019,56891,"1,497"
"Pope County, Illinois",17151,56908,"1,496"
"Butte County, California",6007,56914,"1,495"
"Fayette County, Iowa",19065,56935,"1,494"
"Goshen County, Wyoming",56015,56948,"1,493"
"Hancock County, Illinois",17067,56954,"1,492"
"Washington County, Arkansas",5143,56960,"1,491"
"Lavaca County, Texas",48285,56971,"1,489"
"Perry County, Indiana",18123,56971,"1,489"
"Benzie County, Michigan",26019,56976,"1,488"
"Shiawassee County, Michigan",26155,56978,"1,487"
"Granite County, Montana",30039,56979,"1,486"
"Lumpkin County, Georgia",13187,56981,"1,485"
"Granville County, North Carolina",37077,56988,"1,484"
"Montgomery County, Ohio",39113,56990,"1,483"
"Atascosa County, Texas",48013,57006,"1,482"
"Edwards County, Kansas",20047,57008,"1,481"
"Nance County, Nebraska",31125,57012,"1,480"
"Walker County, Texas",48471,57017,"1,479"
"Comanche County, Oklahoma",40031,57040,"1,478"
"Escambia County, Florida",12033,57046,"1,477"
"Gregg County, Texas",48183,57050,"1,476"
"Grant County, Arkansas",5053,57052,"1,475"
"Douglas County, Washington",53017,57069,"1,473"
"Kanawha County, West Virginia",54039,57069,"1,473"
"Arthur County, Nebraska",31005,57083,"1,472"
"Chenango County, New York",36017,57090,"1,471"
"Barrow County, Georgia",13013,57096,"1,470"
"Crawford County, Wisconsin",55023,57098,"1,469"
"Brunswick County, North Carolina",37019,57126,"1,468"
"Haakon County, South Dakota",46055,57143,"1,467"
"Pulaski County, Virginia",51155,57148,"1,466"
"Daviess County, Indiana",18027,57154,"1,465"
"Osage County, Oklahoma",40113,57170,"1,464"
"Umatilla County, Oregon",41059,57175,"1,463"
"Rush County, Indiana",18139,57176,"1,462"
"Lucas County, Iowa",19117,57183,"1,460"
"Vermilion Parish, Louisiana",22113,57183,"1,460"
"McCracken County, Kentucky",21145,57186,"1,459"
"Franklin County, Texas",48159,57188,"1,458"
"Todd County, Minnesota",27153,57191,"1,457"
"Rush County, Kansas",20165,57209,"1,456"
"Greene County, Pennsylvania",42059,57216,"1,455"
"Juniata County, Pennsylvania",42067,57222,"1,454"
"Huntington County, Indiana",18069,57244,"1,452"
"Valley County, Montana",30105,57244,"1,452"
"Dundy County, Nebraska",31057,57250,"1,450"
"Shawano County, Wisconsin",55115,57250,"1,450"
"Cotton County, Oklahoma",40033,57260,"1,449"
"Snyder County, Pennsylvania",42109,57263,"1,448"
"Red Willow County, Nebraska",31145,57283,"1,447"
"Jefferson County, New York",36045,57300,"1,446"
"Sandusky County, Ohio",39143,57303,"1,445"
"Huron County, Ohio",39077,57309,"1,444"
"Walton County, Florida",12131,57318,"1,443"
"Bannock County, Idaho",16005,57327,"1,442"
"Decatur County, Indiana",18031,57332,"1,441"
"Caledonia County, Vermont",50005,57346,"1,440"
"San Patricio County, Texas",48409,57355,"1,439"
"Meade County, Kentucky",21163,57377,"1,438"
"Perkins County, South Dakota",46105,57386,"1,437"
"Aiken County, South Carolina",45003,57396,"1,436"
"Lyon County, Kentucky",21143,57405,"1,435"
"Roberts County, South Dakota",46109,57417,"1,434"
"Garfield County, Oklahoma",40047,57419,"1,433"
"Dillingham Census Area, Alaska",2070,57434,"1,432"
"Dinwiddie County, Virginia",51053,57437,"1,431"
"Winchester City, Virginia",51840,57444,"1,430"
"Pima County, Arizona",4019,57457,"1,429"
"Mahaska County, Iowa",19123,57459,"1,428"
