Demographic Data Report for United States by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2011-2015 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Glenn County, California",06021,50407.000000000,"2,175"
"Brunswick County, Virginia",51025,50415.000000000,"2,174"
"Stephens County, Georgia",13257,50431.000000000,"2,173"
"Pearl River County, Mississippi",28109,50455.000000000,"2,172"
"Athens County, Ohio",39009,50466.000000000,"2,171"
"Sherman County, Kansas",20181,50467.000000000,"2,170"
"Catron County, New Mexico",35003,50473.000000000,"2,169"
"Ashtabula County, Ohio",39007,50502.000000000,"2,168"
"Somerset County, Maine",23025,50533.000000000,"2,167"
"Ouachita Parish, Louisiana",22073,50538.000000000,"2,166"
"Brown County, Texas",48049,50541.000000000,"2,165"
"Henderson County, Texas",48213,50542.000000000,"2,164"
"Banks County, Georgia",13011,50543.000000000,"2,163"
"Stone County, Missouri",29209,50549.000000000,"2,162"
"Wayne County, North Carolina",37191,50552.000000000,"2,161"
"Guernsey County, Ohio",39059,50579.000000000,"2,160"
"Washington County, Kentucky",21229,50594.000000000,"2,159"
"Madison County, North Carolina",37115,50598.000000000,"2,158"
"Lemhi County, Idaho",16059,50605.000000000,"2,157"
"Rowan County, Kentucky",21205,50628.000000000,"2,156"
"Lamar County, Texas",48277,50634.000000000,"2,154"
"Lyon County, Kansas",20111,50634.000000000,"2,154"
"Manistee County, Michigan",26101,50678.000000000,"2,153"
"Catahoula Parish, Louisiana",22025,50679.000000000,"2,151"
"Livingston County, Kentucky",21139,50679.000000000,"2,151"
"Gilmer County, West Virginia",54021,50698.000000000,"2,150"
"Newberry County, South Carolina",45071,50699.000000000,"2,149"
"Parmer County, Texas",48369,50700.000000000,"2,148"
"Garvin County, Oklahoma",40049,50705.000000000,"2,147"
"Clark County, Arkansas",05019,50721.000000000,"2,145"
"Grant County, Oregon",41023,50721.000000000,"2,145"
"Owen County, Kentucky",21187,50725.000000000,"2,144"
"Knox County, Texas",48275,50729.000000000,"2,143"
"Ashland County, Wisconsin",55003,50730.000000000,"2,142"
"Burnett County, Wisconsin",55013,50734.000000000,"2,141"
"Mercer County, Missouri",29129,50742.000000000,"2,139"
"Newton County, Missouri",29145,50742.000000000,"2,139"
"Jackson County, North Carolina",37099,50768.000000000,"2,138"
"Boone County, West Virginia",54005,50777.000000000,"2,137"
"Boundary County, Idaho",16021,50783.000000000,"2,136"
"Roanoke City, Virginia",51770,50786.000000000,"2,135"
"Gonzales County, Texas",48177,50791.000000000,"2,134"
"Page County, Virginia",51139,50792.000000000,"2,133"
"Rapides Parish, Louisiana",22079,50803.000000000,"2,132"
"Minidoka County, Idaho",16067,50825.000000000,"2,131"
"Sabine Parish, Louisiana",22085,50859.000000000,"2,130"
"Walker County, Georgia",13295,50862.000000000,"2,129"
"Neosho County, Kansas",20133,50868.000000000,"2,128"
"Dawson County, Texas",48115,50884.000000000,"2,127"
"Hoke County, North Carolina",37093,50890.000000000,"2,126"
"Haskell County, Texas",48207,50895.000000000,"2,125"
"Bulloch County, Georgia",13031,50907.000000000,"2,124"
"Columbia County, Arkansas",05027,50910.000000000,"2,123"
"Yuba County, California",06115,50912.000000000,"2,122"
"Scott County, Indiana",18143,50920.000000000,"2,120"
"Taylor County, West Virginia",54091,50920.000000000,"2,120"
"Oxford County, Maine",23017,50922.000000000,"2,119"
"Cannon County, Tennessee",47015,50941.000000000,"2,118"
"Vermillion County, Indiana",18165,50943.000000000,"2,117"
"Deaf Smith County, Texas",48117,50953.000000000,"2,116"
"Jay County, Indiana",18075,50957.000000000,"2,115"
"Sevier County, Tennessee",47155,50959.000000000,"2,114"
"Massac County, Illinois",17127,50965.000000000,"2,113"
"Baraga County, Michigan",26013,50968.000000000,"2,112"
"Madison County, Georgia",13195,50970.000000000,"2,111"
"Crook County, Oregon",41013,50972.000000000,"2,110"
"Anderson County, Texas",48001,50978.000000000,"2,109"
"Sanilac County, Michigan",26151,50984.000000000,"2,108"
"Polk County, Florida",12105,50986.000000000,"2,107"
"Onslow County, North Carolina",37133,51012.000000000,"2,106"
"McPherson County, South Dakota",46089,51016.000000000,"2,105"
"Gregory County, South Dakota",46053,51023.000000000,"2,103"
"Roosevelt County, Montana",30085,51023.000000000,"2,103"
"Baltimore City, Maryland",24510,51032.000000000,"2,102"
"Fayette County, Illinois",17051,51045.000000000,"2,100"
"Lake County, Montana",30047,51045.000000000,"2,100"
"Scioto County, Ohio",39145,51063.000000000,"2,099"
"Etowah County, Alabama",01055,51104.000000000,"2,098"
"Heard County, Georgia",13149,51108.000000000,"2,097"
"Caddo County, Oklahoma",40015,51109.000000000,"2,095"
"Pocahontas County, West Virginia",54075,51109.000000000,"2,095"
"Furnas County, Nebraska",31065,51118.000000000,"2,094"
"Washington County, Indiana",18175,51120.000000000,"2,093"
"Person County, North Carolina",37145,51122.000000000,"2,092"
"Jones County, South Dakota",46075,51125.000000000,"2,091"
"Lynchburg City, Virginia",51680,51128.000000000,"2,090"
"Colbert County, Alabama",01033,51154.000000000,"2,089"
"Briscoe County, Texas",48045,51156.000000000,"2,088"
"Franklin County, Tennessee",47051,51166.000000000,"2,087"
"Cameron County, Pennsylvania",42023,51167.000000000,"2,086"
"Menominee County, Michigan",26109,51190.000000000,"2,085"
"Marshall County, Tennessee",47117,51208.000000000,"2,084"
"Cherokee County, Oklahoma",40021,51209.000000000,"2,083"
"Doddridge County, West Virginia",54017,51212.000000000,"2,082"
"Miller County, Arkansas",05091,51218.000000000,"2,081"
"Wythe County, Virginia",51197,51246.000000000,"2,080"
"Jefferson Davis Parish, Louisiana",22053,51250.000000000,"2,079"
"Hillsdale County, Michigan",26059,51253.000000000,"2,078"
"Crawford County, Ohio",39033,51256.000000000,"2,077"
"Aransas County, Texas",48007,51267.000000000,"2,076"
"Rowan County, North Carolina",37159,51296.000000000,"2,075"
"Noble County, Ohio",39121,51321.000000000,"2,074"
"Decatur County, Iowa",19053,51322.000000000,"2,073"
"Greene County, Illinois",17061,51327.000000000,"2,072"
"Weakley County, Tennessee",47183,51329.000000000,"2,071"
"Pulaski County, Indiana",18131,51345.000000000,"2,070"
"Kay County, Oklahoma",40071,51352.000000000,"2,069"
"Mason County, Texas",48319,51359.000000000,"2,068"
"Beaufort County, North Carolina",37013,51361.000000000,"2,067"
"Greenwood County, Kansas",20073,51364.000000000,"2,066"
"Floyd County, Georgia",13115,51379.000000000,"2,065"
"Randolph County, North Carolina",37151,51380.000000000,"2,064"
"Kiowa County, Colorado",08061,51389.000000000,"2,063"
"Saline County, Illinois",17165,51402.000000000,"2,062"
"Hancock County, West Virginia",54029,51407.000000000,"2,061"
"Caldwell County, Texas",48055,51424.000000000,"2,059"
"Newaygo County, Michigan",26123,51424.000000000,"2,059"
"Camas County, Idaho",16025,51442.000000000,"2,058"
"Lincoln County, Oregon",41041,51461.000000000,"2,057"
"Blaine County, Nebraska",31009,51477.000000000,"2,056"
"Hopewell City, Virginia",51670,51489.000000000,"2,055"
"Baker County, Georgia",13007,51495.000000000,"2,054"
"Mason County, Michigan",26105,51500.000000000,"2,052"
"Tucker County, West Virginia",54093,51500.000000000,"2,052"
"Hardin County, Ohio",39065,51510.000000000,"2,051"
"Potter County, Pennsylvania",42105,51541.000000000,"2,050"
"Hardin County, Illinois",17069,51554.000000000,"2,049"
"Refugio County, Texas",48391,51563.000000000,"2,048"
"Jefferson County, Tennessee",47089,51570.000000000,"2,047"
"Norfolk City, Virginia",51710,51578.000000000,"2,046"
"Cherokee County, Kansas",20021,51579.000000000,"2,045"
"Crittenden County, Kentucky",21055,51583.000000000,"2,044"
"Elmore County, Idaho",16039,51593.000000000,"2,043"
"Labette County, Kansas",20099,51597.000000000,"2,042"
"Iberia Parish, Louisiana",22045,51613.000000000,"2,041"
"Oktibbeha County, Mississippi",28105,51626.000000000,"2,040"
"Hill County, Texas",48217,51677.000000000,"2,039"
"Allen Parish, Louisiana",22003,51711.000000000,"2,038"
"Mineral County, Montana",30061,51719.000000000,"2,037"
"Pike County, Illinois",17149,51736.000000000,"2,036"
"Oconee County, South Carolina",45073,51754.000000000,"2,035"
"Marion County, Missouri",29127,51758.000000000,"2,034"
"Fergus County, Montana",30027,51775.000000000,"2,033"
"Gallatin County, Kentucky",21077,51782.000000000,"2,032"
"Chilton County, Alabama",01021,51789.000000000,"2,031"
"Bowie County, Texas",48037,51792.000000000,"2,030"
"Wasco County, Oregon",41065,51796.000000000,"2,029"
"Volusia County, Florida",12127,51810.000000000,"2,028"
"Tyler County, West Virginia",54095,51823.000000000,"2,027"
"Mayes County, Oklahoma",40097,51842.000000000,"2,025"
"Moore County, Texas",48341,51842.000000000,"2,025"
"Stevens County, Washington",53065,51852.000000000,"2,024"
"Warren County, Mississippi",28149,51854.000000000,"2,023"
"Chester County, Tennessee",47023,51859.000000000,"2,022"
"Stanly County, North Carolina",37167,51864.000000000,"2,021"
"Gratiot County, Michigan",26057,51865.000000000,"2,020"
"East Feliciana Parish, Louisiana",22037,51866.000000000,"2,019"
"Cumberland County, North Carolina",37051,51870.000000000,"2,018"
"Franklin County, Illinois",17055,51873.000000000,"2,017"
"St. Lucie County, Florida",12111,51874.000000000,"2,016"
"San Juan County, Colorado",08111,51875.000000000,"2,015"
"Adams County, Wisconsin",55001,51884.000000000,"2,014"
"St. Martin Parish, Louisiana",22099,51897.000000000,"2,013"
"Greer County, Oklahoma",40055,51901.000000000,"2,012"
"Caldwell County, Kentucky",21033,51909.000000000,"2,011"
"Day County, South Dakota",46037,51914.000000000,"2,010"
"Delta County, Colorado",08029,51915.000000000,"2,009"
"Delaware County, Indiana",18035,51935.000000000,"2,007"
"Webster County, Missouri",29225,51935.000000000,"2,007"
"Wood County, West Virginia",54107,51984.000000000,"2,006"
"Churchill County, Nevada",32001,51985.000000000,"2,005"
"Pueblo County, Colorado",08101,51986.000000000,"2,004"
"Kimble County, Texas",48267,51995.000000000,"2,003"
"Montezuma County, Colorado",08083,51997.000000000,"2,002"
"Jefferson County, Ohio",39081,52024.000000000,"2,001"
"Harrison County, Ohio",39067,52025.000000000,"1,999"
"McLean County, Kentucky",21149,52025.000000000,"1,999"
"Gentry County, Missouri",29075,52035.000000000,"1,998"
"St. Joseph County, Michigan",26149,52038.000000000,"1,997"
"Graves County, Kentucky",21083,52041.000000000,"1,996"
"Columbia County, Florida",12023,52048.000000000,"1,995"
"Chippewa County, Michigan",26033,52058.000000000,"1,994"
"Greene County, Arkansas",05055,52080.000000000,"1,993"
"Pontotoc County, Mississippi",28115,52081.000000000,"1,992"
"Wahkiakum County, Washington",53069,52083.000000000,"1,991"
"Baker County, Oregon",41001,52117.000000000,"1,990"
"Bourbon County, Kansas",20011,52120.000000000,"1,989"
"Delta County, Texas",48119,52157.000000000,"1,988"
"Cass County, Iowa",19029,52165.000000000,"1,987"
"Shelby County, Missouri",29205,52198.000000000,"1,986"
"Gaston County, North Carolina",37071,52227.000000000,"1,985"
"Forest County, Wisconsin",55041,52228.000000000,"1,984"
"Cassia County, Idaho",16031,52229.000000000,"1,983"
"Hancock County, Mississippi",28045,52230.000000000,"1,982"
"Muskingum County, Ohio",39119,52232.000000000,"1,980"
"Sioux County, Nebraska",31165,52232.000000000,"1,980"
"Jasper County, Missouri",29097,52242.000000000,"1,979"
"Alger County, Michigan",26003,52243.000000000,"1,977"
"Marion County, Ohio",39101,52243.000000000,"1,977"
"Blaine County, Oklahoma",40011,52250.000000000,"1,976"
"Muskegon County, Michigan",26121,52263.000000000,"1,975"
"Greeley County, Nebraska",31077,52283.000000000,"1,974"
"Lyon County, Nevada",32019,52288.000000000,"1,973"
"Cleburne County, Arkansas",05023,52289.000000000,"1,972"
"Transylvania County, North Carolina",37175,52298.000000000,"1,971"
"Calhoun County, Alabama",01015,52300.000000000,"1,970"
"Brown County, Ohio",39015,52308.000000000,"1,969"
"Newton County, Indiana",18111,52313.000000000,"1,968"
"Wadena County, Minnesota",27159,52324.000000000,"1,967"
"Johnson County, Illinois",17087,52337.000000000,"1,966"
"Franklin County, Maine",23007,52366.000000000,"1,965"
"Toole County, Montana",30101,52370.000000000,"1,964"
"McIntosh County, Georgia",13191,52393.000000000,"1,963"
"Fayette County, Pennsylvania",42051,52404.000000000,"1,962"
"Buckingham County, Virginia",51029,52408.000000000,"1,961"
"Franklin County, Mississippi",28037,52420.000000000,"1,960"
"Del Norte County, California",06015,52427.000000000,"1,959"
"Greene County, Georgia",13133,52431.000000000,"1,958"
"Bonner County, Idaho",16017,52465.000000000,"1,957"
"Twin Falls County, Idaho",16083,52471.000000000,"1,956"
"Lawrence County, Illinois",17101,52513.000000000,"1,955"
"Nodaway County, Missouri",29147,52536.000000000,"1,954"
"Horry County, South Carolina",45051,52543.000000000,"1,953"
"Custer County, Idaho",16037,52568.000000000,"1,952"
"Liberty County, Florida",12077,52571.000000000,"1,951"
"Kit Carson County, Colorado",08063,52575.000000000,"1,950"
"Payette County, Idaho",16075,52585.000000000,"1,949"
"Charlton County, Georgia",13049,52587.000000000,"1,948"
"Treutlen County, Georgia",13283,52605.000000000,"1,947"
"Vernon Parish, Louisiana",22115,52619.000000000,"1,946"
"Sheridan County, Nebraska",31161,52632.000000000,"1,945"
"Hitchcock County, Nebraska",31087,52639.000000000,"1,944"
"Jefferson County, Pennsylvania",42065,52647.000000000,"1,943"
"Kern County, California",06029,52649.000000000,"1,942"
"Camden County, Missouri",29029,52685.000000000,"1,941"
"Stewart County, Tennessee",47161,52695.000000000,"1,940"
"Sullivan County, Tennessee",47163,52697.000000000,"1,938"
"Wood County, Texas",48499,52697.000000000,"1,938"
"Brown County, Kansas",20013,52701.000000000,"1,937"
"Craighead County, Arkansas",05031,52715.000000000,"1,936"
"Pike County, Missouri",29163,52727.000000000,"1,935"
"Wayne County, Michigan",26163,52733.000000000,"1,934"
"Greeley County, Kansas",20071,52750.000000000,"1,933"
"Marion County, Indiana",18097,52771.000000000,"1,931"
"Nottoway County, Virginia",51135,52771.000000000,"1,931"
"Dickson County, Tennessee",47043,52779.000000000,"1,930"
"Crawford County, Michigan",26039,52781.000000000,"1,929"
"Garfield County, Nebraska",31071,52782.000000000,"1,927"
"Maries County, Missouri",29125,52782.000000000,"1,927"
"Tuscola County, Michigan",26157,52800.000000000,"1,926"
"Henry County, Missouri",29083,52813.000000000,"1,925"
"Jefferson County, Indiana",18077,52814.000000000,"1,924"
"Garrard County, Kentucky",21079,52831.000000000,"1,923"
"Pleasants County, West Virginia",54073,52833.000000000,"1,922"
"Tripp County, South Dakota",46123,52836.000000000,"1,921"
"Silver Bow County, Montana",30093,52842.000000000,"1,920"
"Franklin County, North Carolina",37069,52848.000000000,"1,919"
"Dickens County, Texas",48125,52857.000000000,"1,918"
"Pasquotank County, North Carolina",37139,52861.000000000,"1,917"
"Tangipahoa Parish, Louisiana",22105,52864.000000000,"1,916"
"Houston County, Alabama",01069,52870.000000000,"1,915"
"Sequatchie County, Tennessee",47153,52880.000000000,"1,914"
"Carroll County, Georgia",13045,52892.000000000,"1,913"
"Allegany County, New York",36003,52942.000000000,"1,912"
"Ballard County, Kentucky",21007,52951.000000000,"1,911"
"De Soto Parish, Louisiana",22031,53000.000000000,"1,910"
"Henry County, Indiana",18065,53017.000000000,"1,909"
"Lincoln Parish, Louisiana",22061,53037.000000000,"1,908"
"San Jacinto County, Texas",48407,53062.000000000,"1,907"
"Morgan County, Colorado",08087,53067.000000000,"1,906"
"Vigo County, Indiana",18167,53070.000000000,"1,905"
"Florence County, South Carolina",45041,53079.000000000,"1,904"
"Wharton County, Texas",48481,53089.000000000,"1,903"
"Wabash County, Indiana",18169,53104.000000000,"1,902"
"Cumberland County, Virginia",51049,53115.000000000,"1,901"
"Langlade County, Wisconsin",55067,53145.000000000,"1,900"
"Jim Wells County, Texas",48249,53160.000000000,"1,899"
"Anderson County, South Carolina",45007,53169.000000000,"1,898"
"Muscogee County, Georgia",13215,53171.000000000,"1,897"
"Union County, Illinois",17181,53203.000000000,"1,896"
"Hopkins County, Texas",48223,53205.000000000,"1,895"
"Knox County, Illinois",17095,53229.000000000,"1,894"
"Alamance County, North Carolina",37001,53234.000000000,"1,893"
"Boyle County, Kentucky",21021,53236.000000000,"1,892"
"Iron County, Utah",49021,53240.000000000,"1,891"
"Wapello County, Iowa",19179,53242.000000000,"1,890"
"Tyler County, Texas",48457,53246.000000000,"1,889"
"Mills County, Texas",48333,53265.000000000,"1,887"
"Pottawatomie County, Oklahoma",40125,53265.000000000,"1,887"
"Allen County, Kentucky",21003,53270.000000000,"1,886"
"Broadwater County, Montana",30007,53275.000000000,"1,885"
"Caddo Parish, Louisiana",22017,53284.000000000,"1,882"
"Erath County, Texas",48143,53284.000000000,"1,882"
"Hocking County, Ohio",39073,53284.000000000,"1,882"
"Aitkin County, Minnesota",27001,53286.000000000,"1,881"
"Cass County, Indiana",18017,53307.000000000,"1,880"
"Calhoun County, Michigan",26025,53315.000000000,"1,879"
"Nash County, North Carolina",37127,53329.000000000,"1,878"
"Genesee County, Michigan",26049,53333.000000000,"1,877"
"Phelps County, Missouri",29161,53339.000000000,"1,876"
"Prince Edward County, Virginia",51147,53340.000000000,"1,875"
"Jones County, Texas",48253,53341.000000000,"1,874"
"Gilchrist County, Florida",12041,53348.000000000,"1,873"
"Montague County, Texas",48337,53354.000000000,"1,872"
"King and Queen County, Virginia",51097,53365.000000000,"1,871"
"Jennings County, Indiana",18079,53379.000000000,"1,870"
"Milam County, Texas",48331,53383.000000000,"1,869"
"Brewster County, Texas",48043,53395.000000000,"1,868"
"Essex County, Virginia",51057,53403.000000000,"1,867"
"Humboldt County, California",06023,53407.000000000,"1,866"
"Tate County, Mississippi",28137,53416.000000000,"1,865"
"Throckmorton County, Texas",48447,53438.000000000,"1,864"
"Jackson County, Oregon",41029,53441.000000000,"1,863"
"Haywood County, North Carolina",37087,53449.000000000,"1,862"
"Love County, Oklahoma",40085,53470.000000000,"1,861"
"Polk County, North Carolina",37149,53479.000000000,"1,860"
"Pickens County, South Carolina",45077,53486.000000000,"1,859"
"Clearfield County, Pennsylvania",42033,53517.000000000,"1,858"
"Peach County, Georgia",13225,53529.000000000,"1,857"
"Dickinson County, Michigan",26043,53537.000000000,"1,856"
"Pine County, Minnesota",27115,53538.000000000,"1,855"
"Bradley County, Tennessee",47011,53572.000000000,"1,854"
"Bates County, Missouri",29013,53598.000000000,"1,853"
"Audrain County, Missouri",29007,53610.000000000,"1,852"
"Wheeler County, Nebraska",31183,53611.000000000,"1,851"
"Haralson County, Georgia",13143,53612.000000000,"1,850"
"Lincoln County, Nevada",32017,53615.000000000,"1,849"
"Clay County, Illinois",17025,53631.000000000,"1,848"
"McKean County, Pennsylvania",42083,53642.000000000,"1,847"
"Nacogdoches County, Texas",48347,53643.000000000,"1,846"
"Robertson County, Texas",48395,53668.000000000,"1,845"
"Pittsburg County, Oklahoma",40121,53670.000000000,"1,844"
"Georgetown County, South Carolina",45043,53688.000000000,"1,843"
"Long County, Georgia",13183,53704.000000000,"1,842"
"Henderson County, Kentucky",21101,53710.000000000,"1,841"
"Butts County, Georgia",13035,53711.000000000,"1,840"
"Lancaster County, South Carolina",45057,53739.000000000,"1,839"
"Fisher County, Texas",48151,53750.000000000,"1,837"
"Garfield County, Washington",53023,53750.000000000,"1,837"
"Huron County, Michigan",26063,53806.000000000,"1,836"
"Kings County, New York",36047,53808.000000000,"1,835"
"Calloway County, Kentucky",21035,53815.000000000,"1,834"
"Custer County, Oklahoma",40039,53833.000000000,"1,833"
"Morgan County, West Virginia",54065,53838.000000000,"1,832"
"Wilbarger County, Texas",48487,53852.000000000,"1,831"
"Union County, Oregon",41061,53855.000000000,"1,830"
"Garza County, Texas",48169,53877.000000000,"1,829"
"Vermilion County, Illinois",17183,53880.000000000,"1,828"
"Branch County, Michigan",26023,53884.000000000,"1,827"
"Davidson County, North Carolina",37057,53906.000000000,"1,826"
"Ross County, Ohio",39141,53908.000000000,"1,825"
"Foard County, Texas",48155,53917.000000000,"1,824"
"Cattaraugus County, New York",36009,53921.000000000,"1,823"
"Clearwater County, Minnesota",27029,53929.000000000,"1,822"
"Mecosta County, Michigan",26107,53944.000000000,"1,821"
"Spartanburg County, South Carolina",45083,53959.000000000,"1,820"
"Grays Harbor County, Washington",53027,53978.000000000,"1,819"
"Jefferson County, Nebraska",31095,53979.000000000,"1,818"
"Edgar County, Illinois",17045,53981.000000000,"1,817"
"Kimball County, Nebraska",31105,53992.000000000,"1,816"
"Hansford County, Texas",48195,53997.000000000,"1,815"
"Boyd County, Kentucky",21019,53998.000000000,"1,814"
"Owen County, Indiana",18119,54017.000000000,"1,813"
"LaGrange County, Indiana",18087,54020.000000000,"1,812"
"Marion County, Illinois",17121,54028.000000000,"1,811"
"Cass County, Minnesota",27021,54032.000000000,"1,810"
"Richland County, Ohio",39139,54044.000000000,"1,809"
"Greene County, Mississippi",28041,54071.000000000,"1,808"
"Dade County, Georgia",13083,54080.000000000,"1,807"
"Montgomery County, Iowa",19137,54088.000000000,"1,806"
"Jackson County, Illinois",17077,54095.000000000,"1,804"
"Warren County, Illinois",17187,54095.000000000,"1,804"
"Washington County, Tennessee",47179,54100.000000000,"1,803"
"Lewis County, Missouri",29111,54117.000000000,"1,802"
"Washburn County, Wisconsin",55129,54127.000000000,"1,801"
"Taylor County, Iowa",19173,54128.000000000,"1,800"
"Chautauqua County, New York",36013,54131.000000000,"1,799"
"Kershaw County, South Carolina",45055,54150.000000000,"1,798"
"Payne County, Oklahoma",40119,54152.000000000,"1,797"
"Worth County, Missouri",29227,54167.000000000,"1,796"
"Clark County, Wisconsin",55019,54175.000000000,"1,795"
"Price County, Wisconsin",55099,54178.000000000,"1,794"
"Rusk County, Texas",48401,54197.000000000,"1,793"
"Huntingdon County, Pennsylvania",42061,54210.000000000,"1,791"
"Saginaw County, Michigan",26145,54210.000000000,"1,791"
"Marinette County, Wisconsin",55075,54213.000000000,"1,790"
"Mobile County, Alabama",01097,54215.000000000,"1,789"
"Iron County, Wisconsin",55051,54219.000000000,"1,788"
"Hancock County, Kentucky",21091,54224.000000000,"1,787"
"Giles County, Virginia",51071,54230.000000000,"1,786"
"Live Oak County, Texas",48297,54250.000000000,"1,785"
"Morris County, Kansas",20127,54265.000000000,"1,784"
"Mahoning County, Ohio",39099,54282.000000000,"1,783"
"Montrose County, Colorado",08085,54332.000000000,"1,782"
"Stanton County, Kansas",20187,54352.000000000,"1,781"
"Richmond County, Virginia",51159,54375.000000000,"1,779"
"White County, Arkansas",05145,54375.000000000,"1,779"
"Juneau County, Wisconsin",55057,54393.000000000,"1,778"
"Pawnee County, Oklahoma",40117,54398.000000000,"1,777"
"McLennan County, Texas",48309,54402.000000000,"1,776"
"Fulton County, Indiana",18049,54405.000000000,"1,775"
"Madison County, Virginia",51113,54412.000000000,"1,774"
"Hill County, Montana",30041,54414.000000000,"1,773"
"Graham County, Arizona",04009,54424.000000000,"1,772"
"Marion County, West Virginia",54049,54437.000000000,"1,771"
"Stephens County, Texas",48429,54444.000000000,"1,770"
"Breckinridge County, Kentucky",21027,54457.000000000,"1,769"
"Grant County, Washington",53025,54466.000000000,"1,768"
"Holt County, Missouri",29087,54469.000000000,"1,767"
"Yavapai County, Arizona",04025,54475.000000000,"1,766"
"Charlotte County, Florida",12015,54478.000000000,"1,765"
"St. Lawrence County, New York",36089,54481.000000000,"1,764"
"Pulaski County, Missouri",29169,54487.000000000,"1,763"
"Miner County, South Dakota",46097,54500.000000000,"1,762"
"Cowley County, Kansas",20035,54501.000000000,"1,761"
"Republic County, Kansas",20157,54508.000000000,"1,760"
"Decatur County, Kansas",20039,54511.000000000,"1,758"
"Scotts Bluff County, Nebraska",31157,54511.000000000,"1,758"
"Trousdale County, Tennessee",47169,54523.000000000,"1,757"
"Venango County, Pennsylvania",42121,54534.000000000,"1,756"
"Lee County, Mississippi",28081,54539.000000000,"1,755"
"Portsmouth City, Virginia",51740,54547.000000000,"1,754"
"Ravalli County, Montana",30081,54549.000000000,"1,753"
"Williams County, Ohio",39171,54552.000000000,"1,752"
"Fannin County, Texas",48147,54563.000000000,"1,751"
"Greene County, Missouri",29077,54576.000000000,"1,750"
"Caldwell County, Missouri",29025,54589.000000000,"1,749"
"Jefferson County, Texas",48245,54616.000000000,"1,748"
"Osborne County, Kansas",20141,54628.000000000,"1,747"
"Webster County, Nebraska",31181,54635.000000000,"1,746"
"Creek County, Oklahoma",40037,54639.000000000,"1,745"
"Roane County, Tennessee",47145,54642.000000000,"1,744"
"Fountain County, Indiana",18045,54649.000000000,"1,743"
"Humphreys County, Tennessee",47085,54650.000000000,"1,742"
"Orleans County, Vermont",50019,54658.000000000,"1,741"
"Marshall County, West Virginia",54051,54659.000000000,"1,740"
"Mercer County, Kentucky",21167,54661.000000000,"1,739"
"Waldo County, Maine",23027,54665.000000000,"1,738"
"Cabell County, West Virginia",54011,54671.000000000,"1,737"
"Gove County, Kansas",20063,54688.000000000,"1,736"
"Pondera County, Montana",30073,54701.000000000,"1,735"
"Delta County, Michigan",26041,54702.000000000,"1,734"
"Sheridan County, North Dakota",38083,54712.000000000,"1,733"
"Linn County, Oregon",41043,54713.000000000,"1,732"
"Lake and Peninsula Borough, Alaska",02164,54728.000000000,"1,731"
"Flagler County, Florida",12035,54729.000000000,"1,729"
"Van Zandt County, Texas",48467,54729.000000000,"1,729"
"Morton County, Kansas",20129,54732.000000000,"1,728"
"Greenup County, Kentucky",21089,54749.000000000,"1,727"
"Petroleum County, Montana",30069,54750.000000000,"1,726"
"Catawba County, North Carolina",37035,54802.000000000,"1,725"
"Darke County, Ohio",39037,54843.000000000,"1,724"
"Harnett County, North Carolina",37085,54864.000000000,"1,723"
"Las Animas County, Colorado",08071,54871.000000000,"1,722"
"Dakota County, Nebraska",31043,54887.000000000,"1,721"
"Morrill County, Nebraska",31123,54893.000000000,"1,720"
"Edwards County, Illinois",17047,54894.000000000,"1,719"
"Anderson County, Tennessee",47001,54898.000000000,"1,718"
"Bosque County, Texas",48035,54903.000000000,"1,717"
"Smith County, Tennessee",47159,54916.000000000,"1,716"
"Preston County, West Virginia",54077,54931.000000000,"1,715"
"Monroe County, Missouri",29137,54935.000000000,"1,714"
"Sevier County, Utah",49041,54956.000000000,"1,713"
"Ford County, Kansas",20057,54960.000000000,"1,712"
"Musselshell County, Montana",30065,54976.000000000,"1,711"
"Crawford County, Pennsylvania",42039,54978.000000000,"1,710"
"Pamlico County, North Carolina",37137,54986.000000000,"1,709"
"Highland County, Virginia",51091,55000.000000000,"1,707"
"Montgomery County, New York",36057,55000.000000000,"1,707"
"Asotin County, Washington",53003,55008.000000000,"1,706"
"Van Buren County, Michigan",26159,55013.000000000,"1,705"
"Morrow County, Oregon",41049,55014.000000000,"1,704"
"Lee County, North Carolina",37105,55015.000000000,"1,703"
"Wallowa County, Oregon",41063,55027.000000000,"1,702"
"Houghton County, Michigan",26061,55037.000000000,"1,701"
"Ralls County, Missouri",29173,55051.000000000,"1,700"
"Charles Mix County, South Dakota",46023,55078.000000000,"1,699"
"DeKalb County, Missouri",29063,55087.000000000,"1,698"
"Reeves County, Texas",48389,55112.000000000,"1,697"
"Northumberland County, Pennsylvania",42097,55138.000000000,"1,696"
"Madison County, Indiana",18095,55141.000000000,"1,695"
"Deer Lodge County, Montana",30023,55146.000000000,"1,694"
"Somerset County, Pennsylvania",42111,55150.000000000,"1,693"
"Boyd County, Nebraska",31015,55156.000000000,"1,692"
"McMullen County, Texas",48311,55167.000000000,"1,691"
"Garrett County, Maryland",24023,55188.000000000,"1,689"
"Smith County, Kansas",20183,55188.000000000,"1,689"
"Russell County, Kansas",20167,55197.000000000,"1,688"
"Clark County, Ohio",39023,55198.000000000,"1,687"
